/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq13_frame00050.png,0.039722443,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00002.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00006.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq10_frame00016.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00001.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00003.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq5_frame00006.png,0.031162262,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq2_frame00185.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00033.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00031.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq2_frame00183.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq2_frame00184.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq3_frame00015.png,0.030753016,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq6_frame00015.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq6_frame00016.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq6_frame00014.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq6_frame00013.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq2_frame00338.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq5_frame00005.png,0.030147552,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq2_frame00185.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00033.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00003.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00074.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00031.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq5_frame00001.png,0.02937615,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00033.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00031.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00035.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00036.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00034.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq13_frame00051.png,0.028998733,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00006.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq10_frame00016.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00070.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00071.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00097.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq13_frame00052.png,0.028831005,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq10_frame00016.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00070.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00006.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq10_frame00018.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00008.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq5_frame00002.png,0.028239727,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00031.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00035.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00033.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00036.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00029.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq5_frame00008.png,0.027065992,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00033.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq1_frame00213.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq14_frame00003.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00032.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00031.png']"
/mnt/f/CambridgeLandmarks/StMarysChurch/test/rgb/seq5_frame00004.png,0.02697599,"['/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00033.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00031.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq2_frame00185.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00034.png', '/mnt/f/CambridgeLandmarks/StMarysChurch/train/rgb/seq9_frame00032.png']"
